uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_avon_on,event_count_cilt,event_count_finished,event_count_makyaj,event_count_parfum,event_count_replay,event_count_siparis,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_avon_on,last_received_at_avon_on,first_received_at_cilt,last_received_at_cilt,first_received_at_finished,last_received_at_finished,first_received_at_makyaj,last_received_at_makyaj,first_received_at_parfum,last_received_at_parfum,first_received_at_replay,last_received_at_replay,first_received_at_siparis,last_received_at_siparis
33275077,1,8,7,7,,,,1,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-08 4:00:00,2025-03-07 9:00:00,2025-03-08 4:00:00,2025-03-07 9:00:00,2025-03-08 4:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
3952498,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29900754,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29845738,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70765099,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70765823,,4,1,1,,,1,1,1,,1,,,2025-03-07 9:00:00,2025-03-10 19:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00
70765833,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
17333830,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,,
16930451,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70766420,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29818755,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70767406,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,2025-03-07 10:00:00,,,,,,
14397681,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
31454418,1,2,1,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70769350,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
2981858,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
14389245,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70772175,,3,3,3,,1,3,1,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
16878930,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
3995953,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
33285855,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29811212,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
2209496,,2,2,2,,,2,1,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70775254,,2,2,2,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70776966,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
29805989,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70779306,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70779793,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
32998062,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29795519,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70780281,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
4004050,,1,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
2128335,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70781034,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
22669267,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
3144786,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
14387396,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
33294772,1,2,1,1,,,,,1,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
29787255,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70784113,,2,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 20:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,,,,
16877384,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
14308053,,3,3,3,,,,1,,,,,,2025-03-07 9:00:00,2025-03-08 22:00:00,2025-03-07 9:00:00,2025-03-08 23:00:00,2025-03-07 9:00:00,2025-03-08 23:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
19017022,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
16011482,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
31427137,,1,1,1,,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,
21815083,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
33296950,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
31419842,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
19033948,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
22358043,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70792069,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29765973,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
23670504,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
22029047,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
14188395,1,2,2,2,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 12:00:00,2025-03-07 9:00:00,2025-03-07 12:00:00,2025-03-07 9:00:00,2025-03-07 12:00:00,,,,,,,,,,,,,,
70796541,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
1796151,,3,2,2,,1,1,,1,,,,,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,2025-03-07 9:00:00,2025-03-08 10:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-08 10:00:00,2025-03-08 10:00:00,,,,
31403413,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
1763049,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
22683481,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
23726278,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
2374722,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70799358,,5,4,4,,3,1,,,1,,,,2025-03-07 9:00:00,2025-03-08 6:00:00,2025-03-07 9:00:00,2025-03-08 6:00:00,2025-03-07 9:00:00,2025-03-08 6:00:00,,,2025-03-07 9:00:00,2025-03-07 14:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,
33570259,,3,3,2,,1,2,,1,,,,,2025-03-07 9:00:00,2025-03-07 11:00:00,2025-03-07 9:00:00,2025-03-07 11:00:00,2025-03-07 11:00:00,2025-03-07 11:00:00,,,2025-03-07 11:00:00,2025-03-07 11:00:00,2025-03-07 11:00:00,2025-03-07 11:00:00,,,2025-03-07 11:00:00,2025-03-07 11:00:00,,,,
70801139,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
1408712,,1,1,1,,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
16010398,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70803112,,1,1,1,,,1,,1,,2,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00
19145010,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70804871,,4,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-12 18:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
17962493,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70805174,,2,2,2,,1,,,,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,,,2025-03-07 10:00:00,2025-03-07 10:00:00,,,,,,,,,,
29648953,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70805917,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
21745215,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70807425,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
22726098,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
4423783,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70808102,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
14083486,,2,2,2,,,1,1,1,,,,,2025-03-07 9:00:00,2025-03-07 13:00:00,2025-03-07 9:00:00,2025-03-07 13:00:00,2025-03-07 9:00:00,2025-03-07 13:00:00,,,,,2025-03-07 13:00:00,2025-03-07 13:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 13:00:00,2025-03-07 13:00:00,,,,
29622215,,3,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 15:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
15977272,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70809265,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
29576058,1,1,1,1,,1,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
23768729,,2,2,2,,,,,2,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,2025-03-07 9:00:00,2025-03-07 10:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 10:00:00,,,,
29546525,,1,1,1,,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
15961470,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
29542183,,1,1,1,,2,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
3282932,,1,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
70814107,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
19186953,,3,3,3,,,2,,3,1,,,,2025-03-07 9:00:00,2025-03-07 21:00:00,2025-03-07 9:00:00,2025-03-07 21:00:00,2025-03-07 9:00:00,2025-03-07 21:00:00,,,,,2025-03-07 9:00:00,2025-03-07 21:00:00,,,2025-03-07 9:00:00,2025-03-07 21:00:00,2025-03-07 21:00:00,2025-03-07 21:00:00,,
15945770,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
70815391,,1,1,1,,,1,1,,,1,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00
18004696,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
32818290,,1,1,1,,,,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
70817586,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70818274,,1,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
70818513,,1,1,1,1,1,1,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,
29536076,,1,1,1,,,1,,1,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,
15933858,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
4514592,,2,1,1,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,
31373110,,1,,,,,,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,,,,,,,,,,,,
13978040,,1,1,1,,,1,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
13970177,,1,1,1,,1,1,,,1,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,
70823970,,1,1,1,,,,1,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,,2025-03-07 9:00:00,2025-03-07 9:00:00,,,,,,
